params,sse,elapsed_time_s,best_sse_so_far
"[17.737681667947655, 0.2703571043350541, 85.50895253979868, 5.6593365535381706, 36.897604906841494, 0.04185652083052396, 0.5557299389121686, 0.002241957171883081, 0.7800823187898389, 0.9905164840075782, 0.6388212275273233, 774879.6093194744, 0.0005409423151746787, 316191.0967510116, 423781.0742522399, 971543.1622054918, 7.751067083069386e-06, 9.173761021727077e-08, 2.7856154933547392, 0.007495922110642083, 121860.69510379042]",12973462.08170163,1.00541186,12973462.08170163
"[16.91609430026196, 0.13664984258686044, 79.6364511377286, 21.273385768198793, 93.70052320402179, 0.20018556209028765, 0.2398124479402908, 0.02749887867007414, 0.1396451227292225, 0.3345748527820848, 0.8767834122888153, 217398.525338276, 0.00010248007034110727, 818096.0235463042, 492733.93338647345, 570839.3342088158, 4.261946068950875e-06, 9.427168431106786e-06, 3.4653347912734995, 0.008622693009688152, 425655.41169854306]",12943817.45167118,1.06865382,12943817.45167118
"[47.01720394852419, 0.33897341667811004, 16.097456923717367, 35.64276852821397, 68.82049754520342, 0.5186415871934994, 0.7732918953335248, 0.02025320448185072, 0.7535065297785188, 0.2969025146435529, 0.6918124467926624, 365979.5940795894, 0.0005200119642657395, 547435.4513452549, 978199.256719131, 427836.382795284, 3.1150842886425903e-06, 4.1788561265294915e-06, 4.25689747178599, 0.008601155102364914, 812572.3053917681]",10287647.31357268,1.13279176,10287647.31357268
"[8.679027877521506, 0.005607063838881323, 14.721682354770483, 39.39147385983732, 43.928511457884376, 0.18262028827304586, 0.44775096467642367, 0.06118979757931337, 0.2543582675976286, 0.1578778356585236, 0.10471929811311972, 397043.01584391325, 0.0006399538977386231, 473238.99495993694, 816617.1637446817, 470497.29065941885, 6.159197343395111e-07, 4.457632885698059e-06, 4.792015166838431, 0.009147321579678104, 64451.290503043994]",1.564949936591997e+20,1.2122438,10287647.31357268
"[30.504318187956446, 0.2375216465084531, 36.06685852047585, 11.339925871124924, 45.726117210992214, 0.329942018136856, 0.2127510212654149, 0.09663094146959023, 0.5962998944065255, 0.019535573899910126, 0.33449089787239716, 257841.0732336977, 0.00029078255145786923, 794487.5714877344, 172843.6768097776, 18735.10139250719, 8.310706050359566e-06, 4.855962332865437e-06, 3.7035905276632506, 0.004945045226333281, 27839.072411311507]",8458042309.15435,1.87529302,10287647.31357268
"[20.156991280039687, 0.06720250790791636, 82.90753738677273, 15.763745254269686, 12.164216017118981, 0.6766854935684337, 0.060982802395333754, 0.08415266651363926, 0.819573488068117, 0.8655291268018793, 0.04643396525493067, 614342.0411738903, 0.000654111182369505, 103846.13855639096, 845490.1434197921, 90834.00928015755, 5.058191399837477e-06, 2.353237833204612e-06, 4.0277170518763405, 0.005632240070121695, 714886.608621262]",6443905.28382851,2.06689668,6443905.28382851
"[44.07699497756161, 0.018805396991487505, 26.107572114326896, 32.28658209986628, 33.43765134069997, 0.8501702694764762, 0.1585994994458457, 0.06972131676441574, 0.41248712801674925, 0.058347274502735025, 0.933684733603357, 149473.50322370944, 0.0006921643310078349, 847267.6891722757, 256982.10572254658, 339291.93612651166, 9.58783904296787e-06, 8.51787551697281e-06, 0.9898880285330319, 0.0039029382481493226, 650908.8718737497]",12935957.28065179,2.60330653,6443905.28382851
"[5.681938851500456, 0.47292374857799324, 1.9652666214323522, 44.20569559271299, 76.79219778258808, 0.9459342392797255, 0.8963428170588722, 0.013497930967513509, 0.611236069913962, 0.17348463271168818, 0.7487131220859031, 469334.2455334983, 0.00032182815864718244, 675634.003049372, 530867.8355309474, 137595.99416845312, 5.303473110801838e-06, 1.7928975189580668e-06, 4.89684328736406, 0.005844978394567426, 613025.2432756143]",953671874010.7437,3.26963568,6443905.28382851
"[12.55368707723643, 0.19252030104302933, 17.802069852079516, 3.588428301464856, 4.5236357581314515, 0.7986333132440523, 0.028593125101560785, 0.07366777804235757, 0.5355406029567668, 0.2797321959750229, 0.3645087870494549, 169736.72784098148, 0.0007217427654028275, 431931.9469730099, 404191.0558111097, 509043.03635621315, 7.484363036076949e-06, 5.714206998200364e-06, 3.3397619657019386, 0.008202628913731025, 478867.119699733]",12975088.68400992,3.90034819,6443905.28382851
"[17.417920379350516, 0.24886947167062673, 80.91711618201602, 21.652559457810526, 91.582671389018, 0.6832240965720007, 0.35307877179480535, 0.08350987479155476, 0.7785608941203956, 0.929194435288315, 0.026753795052006694, 293897.2095164404, 0.00026226446575783584, 809166.3897678315, 567600.0986485276, 458311.88874767296, 9.070405735124902e-06, 6.3476483157221185e-06, 4.071372245655064, 0.008655372815599015, 426121.46846286015]",3957653.36732004,4.33994889,3957653.36732004
